"","age","gender","country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","info_date","info_time"
"456",28,"male","united kingdom","na","yes","no","no","na","44201","yes","yes","no","yes","no","no","yes","very easy","maybe","maybe","no","no","no","no","yes","no",1970-01-01,"11:38:00"
"457",28,"female","united states","oh","no","yes","yes","sometimes","26-100","yes","yes","don't know","no","no","no","don't know","somewhat easy","yes","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:38:00"
"458",28,"male","brazil","na","no","yes","no","sometimes","100-500","no","yes","no","no","no","no","don't know","somewhat easy","no","no","some of them","some of them","no","no","don't know","yes",1970-01-01,"11:38:00"
"459",28,"female","united states","or","no","no","yes","rarely","44372","no","yes","yes","yes","don't know","yes","yes","very easy","no","no","some of them","some of them","no","yes","don't know","no",1970-01-01,"11:38:00"
"460",28,"female","united states","ca","no","yes","yes","sometimes","100-500","no","yes","yes","yes","don't know","don't know","don't know","don't know","maybe","no","some of them","some of them","no","no","yes","no",1970-01-01,"11:38:00"
"461",28,"male","united states","mi","no","no","no","na","more than 1000","no","no","yes","no","no","no","yes","somewhat easy","maybe","no","no","no","no","yes","no","no",1970-01-01,"11:38:02"
"462",28,"male","belgium","na","no","no","no","sometimes","more than 1000","no","no","no","no","no","no","don't know","somewhat easy","yes","maybe","no","no","no","no","don't know","yes",1970-01-01,"11:38:03"
"463",28,"female","united states","va","no","no","yes","often","44372","no","yes","no","yes","no","no","don't know","very difficult","yes","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:38:41"
"464",29,"male","bulgaria","na","na","no","no","never","100-500","yes","yes","don't know","not sure","no","no","don't know","don't know","no","no","yes","yes","yes","yes","don't know","no",1970-01-01,"11:37:58"
"465",29,"female","united states","il","na","yes","yes","rarely","26-100","no","yes","yes","not sure","no","no","don't know","somewhat easy","no","no","yes","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"466",29,"male","united states","ny","no","yes","yes","sometimes","100-500","no","yes","yes","yes","no","no","no","somewhat difficult","maybe","no","some of them","some of them","no","no","no","no",1970-01-01,"11:37:58"
"467",29,"male","canada","na","no","no","no","rarely","44201","no","yes","no","no","no","no","don't know","very easy","yes","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"468",29,"female","united states","fl","no","no","yes","sometimes","26-100","no","yes","yes","yes","no","no","don't know","don't know","maybe","no","some of them","some of them","no","maybe","no","yes",1970-01-01,"11:37:58"
"469",29,"male","united states","mn","no","no","no","never","26-100","no","yes","don't know","no","no","don't know","don't know","don't know","no","no","yes","yes","maybe","maybe","no","no",1970-01-01,"11:37:58"
"470",29,"male","united states","ny","no","no","no","never","more than 1000","no","yes","yes","not sure","yes","don't know","don't know","somewhat easy","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"471",29,"male","united states","ga","no","no","no","never","more than 1000","no","yes","yes","yes","no","yes","don't know","don't know","yes","yes","no","no","no","no","don't know","no",1970-01-01,"11:37:58"
"472",29,"female","united states","md","no","no","no","na","44372","no","yes","don't know","no","no","don't know","don't know","somewhat easy","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"473",29,"female","united states","mi","no","no","no","na","100-500","yes","yes","don't know","not sure","no","don't know","don't know","don't know","maybe","no","no","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"474",29,"male","mexico","na","no","no","no","never","44372","yes","yes","no","no","no","no","no","don't know","maybe","maybe","no","yes","maybe","yes","no","no",1970-01-01,"11:37:58"
"475",29,"female","united states","ny","no","no","yes","never","500-1000","no","no","yes","no","no","don't know","don't know","somewhat difficult","maybe","no","some of them","no","no","no","don't know","no",1970-01-01,"11:37:58"
"476",29,"male","united kingdom","na","no","no","no","na","44372","no","no","no","no","no","no","yes","very easy","no","no","yes","yes","maybe","yes","yes","no",1970-01-01,"11:37:58"
"477",29,"female","united states","ny","no","yes","yes","rarely","500-1000","yes","no","yes","yes","yes","don't know","yes","don't know","maybe","no","some of them","no","maybe","yes","don't know","no",1970-01-01,"11:37:58"
"478",29,"male","canada","na","no","no","no","often","44372","no","yes","no","no","no","no","don't know","somewhat difficult","yes","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"479",29,"male","poland","na","no","yes","yes","rarely","44372","no","yes","no","yes","no","no","yes","very difficult","maybe","no","some of them","some of them","no","yes","no","no",1970-01-01,"11:37:58"
"480",29,"male","united states","ny","no","no","no","na","100-500","no","no","don't know","not sure","no","don't know","don't know","don't know","maybe","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"481",29,"male","latvia","ny","no","no","no","na","26-100","no","yes","no","yes","no","no","don't know","somewhat easy","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"482",29,"male","united states","ca","no","no","yes","sometimes","more than 1000","no","yes","yes","no","no","don't know","don't know","don't know","yes","no","some of them","some of them","no","maybe","no","no",1970-01-01,"11:37:58"
"483",29,"male","romania","na","no","no","no","na","44372","yes","no","no","yes","no","no","don't know","don't know","maybe","maybe","some of them","some of them","maybe","maybe","no","no",1970-01-01,"11:37:58"
"484",29,"female","united states","ca","yes","no","no","sometimes","more than 1000","no","yes","yes","not sure","don't know","no","don't know","very easy","maybe","maybe","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"485",29,"male","united states","wa","no","no","no","na","26-100","no","yes","yes","yes","yes","yes","yes","very easy","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"486",29,"male","belgium","na","no","no","no","often","44372","no","no","don't know","no","no","no","don't know","don't know","maybe","no","yes","yes","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"487",29,"male","united states","in","yes","no","no","na","44201","yes","yes","no","yes","no","no","yes","very easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"488",29,"unknown","united states","ca","yes","yes","yes","sometimes","44201","yes","yes","yes","yes","no","no","don't know","very difficult","yes","no","some of them","no","no","maybe","no","no",1970-01-01,"11:37:58"
"489",29,"male","united states","tx","no","no","no","never","more than 1000","no","no","yes","not sure","no","don't know","don't know","don't know","maybe","no","some of them","some of them","no","no","don't know","no",1970-01-01,"11:37:58"
"490",29,"male","canada","na","no","no","yes","sometimes","100-500","no","yes","don't know","not sure","don't know","don't know","yes","somewhat easy","maybe","no","some of them","some of them","no","maybe","yes","no",1970-01-01,"11:37:58"
"491",29,"male","germany","na","no","yes","yes","sometimes","26-100","no","yes","don't know","no","no","no","don't know","very easy","maybe","no","some of them","some of them","maybe","maybe","don't know","no",1970-01-01,"11:37:58"
"492",29,"male","united states","pa","no","yes","yes","rarely","44201","yes","yes","yes","yes","yes","yes","yes","somewhat easy","no","no","yes","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"493",29,"male","united kingdom","na","no","no","no","na","26-100","no","yes","don't know","no","don't know","don't know","don't know","don't know","no","no","some of them","yes","maybe","maybe","yes","no",1970-01-01,"11:37:58"
"494",29,"male","united states","oh","no","no","no","sometimes","44372","no","yes","don't know","no","no","no","don't know","very difficult","yes","no","no","no","no","maybe","no","no",1970-01-01,"11:37:58"
"495",29,"male","united states","il","no","no","yes","rarely","44372","no","yes","yes","yes","no","no","don't know","don't know","maybe","no","some of them","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"496",29,"male","united states","ca","no","no","no","na","more than 1000","no","yes","don't know","not sure","no","don't know","don't know","don't know","maybe","no","no","no","no","maybe","don't know","no",1970-01-01,"11:37:58"
"497",29,"male","united states","nc","no","no","yes","sometimes","44372","no","yes","yes","yes","no","yes","yes","very easy","no","no","no","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"498",29,"female","canada","na","no","no","yes","sometimes","44201","no","yes","no","no","no","no","don't know","don't know","maybe","no","some of them","some of them","no","no","yes","no",1970-01-01,"11:37:58"
"499",29,"male","canada","na","yes","no","no","never","26-100","yes","yes","yes","yes","no","no","yes","very difficult","yes","no","some of them","no","no","yes","no","no",1970-01-01,"11:37:58"
"500",29,"male","canada","na","no","no","yes","never","more than 1000","no","no","yes","not sure","yes","yes","yes","somewhat difficult","maybe","no","some of them","no","no","maybe","don't know","yes",1970-01-01,"11:37:58"
"501",29,"female","united states","mi","no","no","no","never","26-100","no","yes","yes","yes","yes","no","yes","don't know","maybe","no","some of them","some of them","no","maybe","don't know","yes",1970-01-01,"11:37:58"
"502",29,"male","united states","oh","no","yes","yes","sometimes","26-100","no","yes","don't know","no","no","no","no","somewhat difficult","yes","no","some of them","some of them","no","maybe","don't know","no",1970-01-01,"11:37:58"
"503",29,"male","united states","or","no","yes","no","never","100-500","no","yes","yes","yes","yes","yes","don't know","don't know","no","no","some of them","yes","no","maybe","yes","no",1970-01-01,"11:37:58"
"504",29,"male","united states","ca","no","yes","no","often","100-500","no","yes","yes","yes","yes","yes","don't know","don't know","no","no","some of them","yes","no","no","don't know","no",1970-01-01,"11:37:58"
"505",29,"male","united states","wa","no","no","no","rarely","more than 1000","no","yes","yes","no","no","no","don't know","very easy","yes","maybe","some of them","no","no","no","don't know","no",1970-01-01,"11:37:59"
"506",29,"female","australia","na","no","yes","yes","sometimes","more than 1000","no","no","yes","yes","yes","yes","no","somewhat difficult","yes","no","some of them","some of them","no","no","no","yes",1970-01-01,"11:37:59"
"507",29,"male","united kingdom","na","no","yes","yes","never","100-500","no","yes","don't know","not sure","don't know","don't know","don't know","don't know","maybe","maybe","no","no","no","no","no","no",1970-01-01,"11:37:59"
"508",29,"male","poland","na","no","no","no","rarely","44201","no","yes","no","no","no","no","no","somewhat difficult","no","maybe","some of them","no","no","no","yes","no",1970-01-01,"11:37:59"
"509",29,"female","united states","oh","no","yes","yes","rarely","44372","no","yes","don't know","no","no","no","don't know","don't know","yes","no","no","no","no","no","don't know","no",1970-01-01,"11:37:59"
"510",29,"male","germany","na","yes","no","no","na","44201","no","yes","no","yes","no","no","yes","very easy","no","no","yes","yes","yes","yes","yes","no",1970-01-01,"11:37:59"
"511",29,"female","canada","na","no","no","yes","rarely","more than 1000","yes","no","yes","yes","yes","don't know","yes","somewhat easy","no","no","no","yes","no","maybe","don't know","no",1970-01-01,"11:37:59"
